instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,registered
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,40
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,47
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,59
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,73
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,59
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,59
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,87
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,155
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,134
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,89
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,68
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,48
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,34
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,26
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,25
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,18
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,12
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,7
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,5
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,1
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,2
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,9
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,22
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,31
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,57
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,54
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,74
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,80
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,92
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,108
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,95
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,54
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,69
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,60
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,35
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,51
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,26
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,39
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,33
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,19
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,13
352,2011-01-16,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,6
353,2011-01-16,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,1
354,2011-01-16,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1
355,2011-01-16,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,1
356,2011-01-16,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,3
357,2011-01-16,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,18
358,2011-01-16,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,29
359,2011-01-16,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,71
360,2011-01-16,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,70
361,2011-01-16,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,75
362,2011-01-16,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,95
363,2011-01-16,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,69
364,2011-01-16,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,78
365,2011-01-16,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,77
366,2011-01-16,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,82
367,2011-01-16,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,56
368,2011-01-16,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,47
369,2011-01-16,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,50
370,2011-01-16,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,22
371,2011-01-16,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,19
372,2011-01-16,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,18
373,2011-01-17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,16
374,2011-01-17,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,15
375,2011-01-17,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,8
376,2011-01-17,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,2
377,2011-01-17,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,2
378,2011-01-17,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,1
379,2011-01-17,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,5
380,2011-01-17,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,9
381,2011-01-17,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,30
382,2011-01-17,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,39
383,2011-01-17,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,50
384,2011-01-17,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,55
385,2011-01-17,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,70
386,2011-01-17,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,80
387,2011-01-17,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,74
388,2011-01-17,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,72
389,2011-01-17,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,76
390,2011-01-17,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,67
391,2011-01-17,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,85
392,2011-01-17,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,58
393,2011-01-17,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,29
394,2011-01-17,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,24
395,2011-01-17,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,13
396,2011-01-17,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,3
397,2011-01-18,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,3
398,2011-01-18,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,22
399,2011-01-18,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,26
400,2011-01-18,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,32
401,2011-01-18,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,61
402,2011-01-18,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,124
403,2011-01-18,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,132
404,2011-01-18,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,98
405,2011-01-18,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,83
406,2011-01-18,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,41
407,2011-01-18,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,33
408,2011-01-18,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,19
409,2011-01-19,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,3
410,2011-01-19,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,6
411,2011-01-19,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,3
412,2011-01-19,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1
413,2011-01-19,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,7
414,2011-01-19,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,32
415,2011-01-19,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,89
416,2011-01-19,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,196
417,2011-01-19,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,107
418,2011-01-19,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,46
419,2011-01-19,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,47
420,2011-01-19,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,65
421,2011-01-19,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,67
422,2011-01-19,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,68
423,2011-01-19,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,78
424,2011-01-19,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,94
425,2011-01-19,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,190
426,2011-01-19,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,156
427,2011-01-19,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,108
428,2011-01-19,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,74
429,2011-01-19,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,55
430,2011-01-19,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,53
431,2011-01-19,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,27
432,2011-01-20,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,8
433,2011-01-20,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,3
434,2011-01-20,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,2
435,2011-01-20,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,1
436,2011-01-20,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,1
437,2011-01-20,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,6
438,2011-01-20,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,35
439,2011-01-20,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,100
440,2011-01-20,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,247
441,2011-01-20,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,140
442,2011-01-20,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,56
443,2011-01-20,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,63
444,2011-01-20,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,77
445,2011-01-20,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,86
446,2011-01-20,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,75
447,2011-01-20,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,62
448,2011-01-20,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,83
449,2011-01-20,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,207
450,2011-01-20,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,184
451,2011-01-20,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,146
452,2011-01-20,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,124
453,2011-01-20,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,54
454,2011-01-20,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,56
455,2011-01-20,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,28
456,2011-01-21,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,20
457,2011-01-21,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,6
458,2011-01-21,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,2
459,2011-01-21,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,1
460,2011-01-21,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,1
461,2011-01-21,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,4
462,2011-01-21,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,27
463,2011-01-21,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,66
464,2011-01-21,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,210
465,2011-01-21,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,159
466,2011-01-21,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,57
467,2011-01-21,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,53
468,2011-01-21,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,67
469,2011-01-21,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,65
470,2011-01-21,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,56
471,2011-01-21,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,61
472,2011-01-21,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,97
473,2011-01-21,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,151
474,2011-01-21,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,119
475,2011-01-21,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,93
476,2011-01-21,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,52
477,2011-01-21,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,41
478,2011-01-21,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,33
479,2011-01-21,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,27
480,2011-01-22,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,13
481,2011-01-22,1,0,1,1,0,6,0,2,0.04,0.0,0.41,0.3881,9
482,2011-01-22,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,11
483,2011-01-22,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,6
484,2011-01-22,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,3
485,2011-01-22,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,2
486,2011-01-22,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,8
487,2011-01-22,1,0,1,8,0,6,0,1,0.02,0.0,0.44,0.3284,26
488,2011-01-22,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,37
489,2011-01-22,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,50
490,2011-01-22,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,59
491,2011-01-22,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,60
492,2011-01-22,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0.0,72
493,2011-01-22,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,64
494,2011-01-22,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0.0,93
495,2011-01-22,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,72
496,2011-01-22,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0.0,59
497,2011-01-22,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,54
498,2011-01-22,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,53
499,2011-01-22,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,44
500,2011-01-22,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,39
501,2011-01-22,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0.0,23
502,2011-01-22,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,31
503,2011-01-23,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,20
504,2011-01-23,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,12
505,2011-01-23,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,15
506,2011-01-23,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,4
507,2011-01-23,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,3
508,2011-01-23,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,1
509,2011-01-23,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1
510,2011-01-23,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,17
511,2011-01-23,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,25
512,2011-01-23,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,51
513,2011-01-23,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,77
514,2011-01-23,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,92
515,2011-01-23,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,75
516,2011-01-23,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,93
517,2011-01-23,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,64
518,2011-01-23,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,56
519,2011-01-23,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,50
520,2011-01-23,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,44
521,2011-01-23,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,45
522,2011-01-23,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,31
523,2011-01-23,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,0.194,20
524,2011-01-23,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.194,23
525,2011-01-23,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,17
526,2011-01-24,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,7
527,2011-01-24,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.194,1
528,2011-01-24,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,1
529,2011-01-24,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,1
530,2011-01-24,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,5
531,2011-01-24,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,15
532,2011-01-24,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0.0,79
533,2011-01-24,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0.0,171
534,2011-01-24,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0.0,98
535,2011-01-24,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0.0,34
536,2011-01-24,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,43
537,2011-01-24,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,52
538,2011-01-24,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,54
539,2011-01-24,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,43
540,2011-01-24,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,50
541,2011-01-24,1,0,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,66
542,2011-01-24,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,178
543,2011-01-24,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,0.194,145
544,2011-01-24,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,101
545,2011-01-24,1,0,1,20,0,1,1,1,0.14,0.1364,0.59,0.194,80
546,2011-01-24,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,53
547,2011-01-24,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,32
548,2011-01-24,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,21
549,2011-01-25,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,6
550,2011-01-25,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,5
551,2011-01-25,1,0,1,2,0,2,1,1,0.16,0.1515,0.69,0.2239,2
552,2011-01-25,1,0,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,1
553,2011-01-25,1,0,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,9
554,2011-01-25,1,0,1,6,0,2,1,1,0.16,0.1818,0.74,0.1045,35
555,2011-01-25,1,0,1,7,0,2,1,1,0.16,0.1515,0.74,0.2239,103
556,2011-01-25,1,0,1,8,0,2,1,2,0.16,0.1818,0.74,0.1343,233
557,2011-01-25,1,0,1,9,0,2,1,2,0.2,0.2273,0.64,0.0896,134
558,2011-01-25,1,0,1,10,0,2,1,2,0.22,0.2424,0.6,0.1045,49
559,2011-01-25,1,0,1,11,0,2,1,2,0.24,0.2424,0.6,0.1343,55
560,2011-01-25,1,0,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,85
561,2011-01-25,1,0,1,13,0,2,1,2,0.26,0.2727,0.56,0.1343,72
562,2011-01-25,1,0,1,14,0,2,1,2,0.3,0.3333,0.45,0.0,57
563,2011-01-25,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,0.0,63
564,2011-01-25,1,0,1,16,0,2,1,2,0.32,0.3485,0.42,0.0,102
565,2011-01-25,1,0,1,17,0,2,1,1,0.3,0.3333,0.45,0.0,208
566,2011-01-25,1,0,1,18,0,2,1,2,0.3,0.3182,0.49,0.0896,218
567,2011-01-25,1,0,1,19,0,2,1,2,0.26,0.2576,0.65,0.1642,133
568,2011-01-25,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.194,103
569,2011-01-25,1,0,1,21,0,2,1,1,0.24,0.2273,0.65,0.194,40
570,2011-01-25,1,0,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,49
571,2011-01-25,1,0,1,23,0,2,1,2,0.22,0.2273,0.64,0.1642,37
572,2011-01-26,1,0,1,0,0,3,1,2,0.22,0.2273,0.69,0.1343,14
573,2011-01-26,1,0,1,1,0,3,1,2,0.24,0.2424,0.65,0.1343,5
574,2011-01-26,1,0,1,2,0,3,1,3,0.22,0.2273,0.69,0.194,7
575,2011-01-26,1,0,1,5,0,3,1,3,0.2,0.1818,0.86,0.2836,1
576,2011-01-26,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,8
577,2011-01-26,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,29
578,2011-01-26,1,0,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,69
579,2011-01-26,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,55
580,2011-01-26,1,0,1,10,0,3,1,3,0.22,0.2121,0.93,0.2836,26
581,2011-01-26,1,0,1,11,0,3,1,3,0.22,0.197,0.93,0.3284,35
582,2011-01-26,1,0,1,12,0,3,1,3,0.22,0.197,0.93,0.3284,41
583,2011-01-26,1,0,1,13,0,3,1,3,0.22,0.197,0.93,0.3284,43
584,2011-01-26,1,0,1,14,0,3,1,3,0.22,0.197,0.93,0.3582,36
585,2011-01-26,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,42
586,2011-01-26,1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,35
587,2011-01-26,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,26
588,2011-01-27,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,23
589,2011-01-27,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,82
590,2011-01-27,1,0,1,18,0,4,1,1,0.2,0.2273,0.69,0.0896,101
591,2011-01-27,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,76
592,2011-01-27,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,55
593,2011-01-27,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,36
594,2011-01-27,1,0,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,27
595,2011-01-27,1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,16
596,2011-01-28,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343,9
597,2011-01-28,1,0,1,1,0,5,1,2,0.2,0.2121,0.75,0.1343,2
598,2011-01-28,1,0,1,2,0,5,1,2,0.2,0.2121,0.75,0.1642,2
599,2011-01-28,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,0
600,2011-01-28,1,0,1,5,0,5,1,2,0.18,0.2121,0.8,0.1045,4
601,2011-01-28,1,0,1,6,0,5,1,2,0.18,0.197,0.8,0.1343,16
602,2011-01-28,1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,58
603,2011-01-28,1,0,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,155
604,2011-01-28,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,95
605,2011-01-28,1,0,1,10,0,5,1,3,0.18,0.2121,0.86,0.1045,49
606,2011-01-28,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,30
607,2011-01-28,1,0,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045,28
608,2011-01-28,1,0,1,13,0,5,1,3,0.18,0.2121,0.93,0.1045,31
609,2011-01-28,1,0,1,14,0,5,1,3,0.22,0.2727,0.8,0.0,36
610,2011-01-28,1,0,1,15,0,5,1,2,0.2,0.2576,0.86,0.0,40
611,2011-01-28,1,0,1,16,0,5,1,1,0.22,0.2727,0.8,0.0,70
612,2011-01-28,1,0,1,17,0,5,1,1,0.24,0.2424,0.75,0.1343,147
613,2011-01-28,1,0,1,18,0,5,1,1,0.24,0.2273,0.75,0.194,107
614,2011-01-28,1,0,1,19,0,5,1,2,0.24,0.2424,0.75,0.1343,84
615,2011-01-28,1,0,1,20,0,5,1,2,0.24,0.2273,0.7,0.194,61
616,2011-01-28,1,0,1,21,0,5,1,2,0.22,0.2273,0.75,0.1343,57
617,2011-01-28,1,0,1,22,0,5,1,1,0.24,0.2121,0.65,0.3582,26
618,2011-01-28,1,0,1,23,0,5,1,1,0.24,0.2273,0.6,0.2239,22
619,2011-01-29,1,0,1,0,0,6,0,1,0.22,0.197,0.64,0.3582,26
620,2011-01-29,1,0,1,1,0,6,0,1,0.22,0.2273,0.64,0.194,20
621,2011-01-29,1,0,1,2,0,6,0,1,0.22,0.2273,0.64,0.1642,15
622,2011-01-29,1,0,1,3,0,6,0,1,0.2,0.2121,0.64,0.1343,5
