instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3
352,2011-01-16,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9
353,2011-01-16,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0
354,2011-01-16,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1
355,2011-01-16,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0
356,2011-01-16,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0
357,2011-01-16,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0
358,2011-01-16,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3
359,2011-01-16,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8
360,2011-01-16,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23
361,2011-01-16,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29
362,2011-01-16,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23
363,2011-01-16,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22
364,2011-01-16,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35
365,2011-01-16,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22
366,2011-01-16,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23
367,2011-01-16,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11
368,2011-01-16,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14
369,2011-01-16,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7
370,2011-01-16,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6
371,2011-01-16,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2
372,2011-01-16,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0
373,2011-01-17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1
374,2011-01-17,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1
375,2011-01-17,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0
376,2011-01-17,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0
377,2011-01-17,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1
378,2011-01-17,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0
379,2011-01-17,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0
380,2011-01-17,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4
381,2011-01-17,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3
382,2011-01-17,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8
383,2011-01-17,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7
384,2011-01-17,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9
385,2011-01-17,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10
386,2011-01-17,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13
387,2011-01-17,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12
388,2011-01-17,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21
389,2011-01-17,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6
390,2011-01-17,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4
391,2011-01-17,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7
392,2011-01-17,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2
393,2011-01-17,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4
394,2011-01-17,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3
395,2011-01-17,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0
396,2011-01-17,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1
397,2011-01-18,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0
398,2011-01-18,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0
399,2011-01-18,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2
400,2011-01-18,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3
401,2011-01-18,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0
402,2011-01-18,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1
403,2011-01-18,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1
404,2011-01-18,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1
405,2011-01-18,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0
406,2011-01-18,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0
407,2011-01-18,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0
408,2011-01-18,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1
409,2011-01-19,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0
410,2011-01-19,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1
411,2011-01-19,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0
412,2011-01-19,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1
413,2011-01-19,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0
414,2011-01-19,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0
415,2011-01-19,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1
416,2011-01-19,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1
417,2011-01-19,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2
418,2011-01-19,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1
419,2011-01-19,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5
420,2011-01-19,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5
421,2011-01-19,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11
422,2011-01-19,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7
423,2011-01-19,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4
424,2011-01-19,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10
425,2011-01-19,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7
426,2011-01-19,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5
427,2011-01-19,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4
428,2011-01-19,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2
429,2011-01-19,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4
430,2011-01-19,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6
431,2011-01-19,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1
432,2011-01-20,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5
433,2011-01-20,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,2
434,2011-01-20,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,0
435,2011-01-20,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0
436,2011-01-20,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0
437,2011-01-20,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0
438,2011-01-20,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0
439,2011-01-20,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1
440,2011-01-20,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2
441,2011-01-20,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3
442,2011-01-20,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1
443,2011-01-20,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5
444,2011-01-20,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,7
445,2011-01-20,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12
446,2011-01-20,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6
447,2011-01-20,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8
448,2011-01-20,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8
449,2011-01-20,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8
450,2011-01-20,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1
451,2011-01-20,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6
452,2011-01-20,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2
453,2011-01-20,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3
454,2011-01-20,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0
455,2011-01-20,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3
456,2011-01-21,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1
457,2011-01-21,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0
458,2011-01-21,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0
459,2011-01-21,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0
460,2011-01-21,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0
461,2011-01-21,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1
462,2011-01-21,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0
463,2011-01-21,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2
464,2011-01-21,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7
465,2011-01-21,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7
466,2011-01-21,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6
467,2011-01-21,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6
468,2011-01-21,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11
469,2011-01-21,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8
470,2011-01-21,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6
471,2011-01-21,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4
472,2011-01-21,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0
473,2011-01-21,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10
474,2011-01-21,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1
475,2011-01-21,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3
476,2011-01-21,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1
477,2011-01-21,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0
478,2011-01-21,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1
479,2011-01-21,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0
480,2011-01-22,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0
481,2011-01-22,1,0,1,1,0,6,0,2,0.04,0.0,0.41,0.3881,3
482,2011-01-22,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0
483,2011-01-22,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1
484,2011-01-22,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0
485,2011-01-22,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0
486,2011-01-22,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0
487,2011-01-22,1,0,1,8,0,6,0,1,0.02,0.0,0.44,0.3284,1
488,2011-01-22,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3
489,2011-01-22,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3
490,2011-01-22,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4
491,2011-01-22,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10
492,2011-01-22,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0.0,12
493,2011-01-22,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11
494,2011-01-22,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0.0,10
495,2011-01-22,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,11
496,2011-01-22,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0.0,8
497,2011-01-22,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0
498,2011-01-22,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6
499,2011-01-22,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1
500,2011-01-22,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0
501,2011-01-22,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0.0,7
502,2011-01-22,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2
503,2011-01-23,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2
504,2011-01-23,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1
505,2011-01-23,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3
506,2011-01-23,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1
507,2011-01-23,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0
508,2011-01-23,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,0
509,2011-01-23,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1
510,2011-01-23,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2
511,2011-01-23,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,3
512,2011-01-23,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,7
513,2011-01-23,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,22
514,2011-01-23,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,24
515,2011-01-23,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,12
516,2011-01-23,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,17
517,2011-01-23,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,13
518,2011-01-23,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,9
519,2011-01-23,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,5
520,2011-01-23,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,5
521,2011-01-23,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,5
522,2011-01-23,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,4
523,2011-01-23,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,0.194,5
524,2011-01-23,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.194,5
525,2011-01-23,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,4
526,2011-01-24,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,0
527,2011-01-24,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.194,0
528,2011-01-24,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,0
529,2011-01-24,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,0
530,2011-01-24,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,0
531,2011-01-24,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,0
532,2011-01-24,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0.0,5
533,2011-01-24,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0.0,6
534,2011-01-24,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0.0,4
535,2011-01-24,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0.0,6
536,2011-01-24,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,3
537,2011-01-24,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,11
538,2011-01-24,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,6
539,2011-01-24,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,2
540,2011-01-24,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,7
541,2011-01-24,1,0,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,4
542,2011-01-24,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,6
543,2011-01-24,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,0.194,8
544,2011-01-24,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,5
545,2011-01-24,1,0,1,20,0,1,1,1,0.14,0.1364,0.59,0.194,1
546,2011-01-24,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,6
547,2011-01-24,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,3
548,2011-01-24,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,3
549,2011-01-25,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,3
550,2011-01-25,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,0
551,2011-01-25,1,0,1,2,0,2,1,1,0.16,0.1515,0.69,0.2239,0
552,2011-01-25,1,0,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,0
553,2011-01-25,1,0,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,0
554,2011-01-25,1,0,1,6,0,2,1,1,0.16,0.1818,0.74,0.1045,1
555,2011-01-25,1,0,1,7,0,2,1,1,0.16,0.1515,0.74,0.2239,5
556,2011-01-25,1,0,1,8,0,2,1,2,0.16,0.1818,0.74,0.1343,5
557,2011-01-25,1,0,1,9,0,2,1,2,0.2,0.2273,0.64,0.0896,10
558,2011-01-25,1,0,1,10,0,2,1,2,0.22,0.2424,0.6,0.1045,6
559,2011-01-25,1,0,1,11,0,2,1,2,0.24,0.2424,0.6,0.1343,6
560,2011-01-25,1,0,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,21
561,2011-01-25,1,0,1,13,0,2,1,2,0.26,0.2727,0.56,0.1343,21
562,2011-01-25,1,0,1,14,0,2,1,2,0.3,0.3333,0.45,0.0,11
563,2011-01-25,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,0.0,21
564,2011-01-25,1,0,1,16,0,2,1,2,0.32,0.3485,0.42,0.0,14
565,2011-01-25,1,0,1,17,0,2,1,1,0.3,0.3333,0.45,0.0,14
566,2011-01-25,1,0,1,18,0,2,1,2,0.3,0.3182,0.49,0.0896,7
567,2011-01-25,1,0,1,19,0,2,1,2,0.26,0.2576,0.65,0.1642,13
568,2011-01-25,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.194,16
569,2011-01-25,1,0,1,21,0,2,1,1,0.24,0.2273,0.65,0.194,5
570,2011-01-25,1,0,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,4
571,2011-01-25,1,0,1,23,0,2,1,2,0.22,0.2273,0.64,0.1642,3
572,2011-01-26,1,0,1,0,0,3,1,2,0.22,0.2273,0.69,0.1343,3
573,2011-01-26,1,0,1,1,0,3,1,2,0.24,0.2424,0.65,0.1343,0
574,2011-01-26,1,0,1,2,0,3,1,3,0.22,0.2273,0.69,0.194,3
575,2011-01-26,1,0,1,5,0,3,1,3,0.2,0.1818,0.86,0.2836,0
576,2011-01-26,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,0
577,2011-01-26,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,1
578,2011-01-26,1,0,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,3
579,2011-01-26,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,3
580,2011-01-26,1,0,1,10,0,3,1,3,0.22,0.2121,0.93,0.2836,2
581,2011-01-26,1,0,1,11,0,3,1,3,0.22,0.197,0.93,0.3284,6
582,2011-01-26,1,0,1,12,0,3,1,3,0.22,0.197,0.93,0.3284,7
583,2011-01-26,1,0,1,13,0,3,1,3,0.22,0.197,0.93,0.3284,4
584,2011-01-26,1,0,1,14,0,3,1,3,0.22,0.197,0.93,0.3582,0
585,2011-01-26,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,1
586,2011-01-26,1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,1
587,2011-01-26,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,0
588,2011-01-27,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,1
589,2011-01-27,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,2
590,2011-01-27,1,0,1,18,0,4,1,1,0.2,0.2273,0.69,0.0896,3
591,2011-01-27,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,3
592,2011-01-27,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,4
593,2011-01-27,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,2
594,2011-01-27,1,0,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,0
595,2011-01-27,1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,0
596,2011-01-28,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343,0
597,2011-01-28,1,0,1,1,0,5,1,2,0.2,0.2121,0.75,0.1343,1
598,2011-01-28,1,0,1,2,0,5,1,2,0.2,0.2121,0.75,0.1642,0
599,2011-01-28,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1
600,2011-01-28,1,0,1,5,0,5,1,2,0.18,0.2121,0.8,0.1045,0
601,2011-01-28,1,0,1,6,0,5,1,2,0.18,0.197,0.8,0.1343,0
602,2011-01-28,1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,2
603,2011-01-28,1,0,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,2
604,2011-01-28,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,6
605,2011-01-28,1,0,1,10,0,5,1,3,0.18,0.2121,0.86,0.1045,0
606,2011-01-28,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,0
607,2011-01-28,1,0,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045,1
608,2011-01-28,1,0,1,13,0,5,1,3,0.18,0.2121,0.93,0.1045,0
609,2011-01-28,1,0,1,14,0,5,1,3,0.22,0.2727,0.8,0.0,2
610,2011-01-28,1,0,1,15,0,5,1,2,0.2,0.2576,0.86,0.0,1
611,2011-01-28,1,0,1,16,0,5,1,1,0.22,0.2727,0.8,0.0,10
612,2011-01-28,1,0,1,17,0,5,1,1,0.24,0.2424,0.75,0.1343,2
613,2011-01-28,1,0,1,18,0,5,1,1,0.24,0.2273,0.75,0.194,2
614,2011-01-28,1,0,1,19,0,5,1,2,0.24,0.2424,0.75,0.1343,5
615,2011-01-28,1,0,1,20,0,5,1,2,0.24,0.2273,0.7,0.194,1
616,2011-01-28,1,0,1,21,0,5,1,2,0.22,0.2273,0.75,0.1343,1
617,2011-01-28,1,0,1,22,0,5,1,1,0.24,0.2121,0.65,0.3582,0
618,2011-01-28,1,0,1,23,0,5,1,1,0.24,0.2273,0.6,0.2239,1
619,2011-01-29,1,0,1,0,0,6,0,1,0.22,0.197,0.64,0.3582,2
620,2011-01-29,1,0,1,1,0,6,0,1,0.22,0.2273,0.64,0.194,0
621,2011-01-29,1,0,1,2,0,6,0,1,0.22,0.2273,0.64,0.1642,0
622,2011-01-29,1,0,1,3,0,6,0,1,0.2,0.2121,0.64,0.1343,3
